Symbol	ID	Name	Synonyms	Chromosome	Category
AKT2	208	AKT serine/threonine kinase 2	HIHGHH|PKBB|PKBBETA|PRKBB|RAC-BETA	19	TCRsignalingPathway
MAP3K8	1326	mitogen-activated protein kinase kinase kinase 8	AURA2|COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT	10	TCRsignalingPathway
MAP3K14	9020	mitogen-activated protein kinase kinase kinase 14	FTDCR1B|HS|HSNIK|NIK	17	TCRsignalingPathway
PDCD1	5133	programmed cell death 1	CD279|PD-1|PD1|SLEB2|hPD-1|hPD-l|hSLE1	2	TCRsignalingPathway
CTLA4	1493	cytotoxic T-lymphocyte associated protein 4	ALPS5|CD|CD152|CELIAC3|CTLA-4|GRD4|GSE|IDDM12	2	TCRsignalingPathway
PTPN6	5777	protein tyrosine phosphatase non-receptor type 6	HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1	12	TCRsignalingPathway
CBLC	23624	Cbl proto-oncogene C	CBL-3|CBL-SL|RNF57	19	TCRsignalingPathway
CBL	867	Cbl proto-oncogene	C-CBL|CBL2|FRA11B|NSLL|RNF55	11	TCRsignalingPathway
CBLB	868	Cbl proto-oncogene B	Cbl-b|Nbla00127|RNF56	3	TCRsignalingPathway
IL2	3558	interleukin 2	IL-2|TCGF|lymphokine	4	TCRsignalingPathway
IL4	3565	interleukin 4	BCGF-1|BCGF1|BSF-1|BSF1|IL-4	5	TCRsignalingPathway
IL5	3567	interleukin 5	EDF|IL-5|TRF	5	TCRsignalingPathway
IL10	3586	interleukin 10	CSIF|GVHDS|IL-10|IL10A|TGIF	1	TCRsignalingPathway
IFNG	3458	interferon gamma	IFG|IFI	12	TCRsignalingPathway
CSF2	1437	colony stimulating factor 2	CSF|GMCSF	5	TCRsignalingPathway
TNF	7124	tumor necrosis factor	DIF|TNF-alpha|TNFA|TNFSF2|TNLG1F	6	TCRsignalingPathway
CDK4	1019	cyclin dependent kinase 4	CMM3|PSK-J3	12	TCRsignalingPathway
RASGRP1	10125	RAS guanyl releasing protein 1	CALDAG-GEFI|CALDAG-GEFII|IMD64|RASGRP	15	TCRsignalingPathway
PDK1	5163	pyruvate dehydrogenase kinase 1	-	2	TCRsignalingPathway
PLCG1	5335	phospholipase C gamma 1	NCKAP3|PLC-II|PLC1|PLC148|PLCgamma1	20	TCRsignalingPathway
PRKCQ	5588	protein kinase C theta	PRKCT|nPKC-theta	10	TCRsignalingPathway
TRAC	28755	T cell receptor alpha constant	IMD7|TCRA|TRA|TRCA	14	TCRsignalingPathway
TRAJ1	28754	T cell receptor alpha joining 1 (non-functional)	-	14	TCRsignalingPathway
TRAJ2	28753	T cell receptor alpha joining 2 (non-functional)	-	14	TCRsignalingPathway
TRAJ3	28752	T cell receptor alpha joining 3	-	14	TCRsignalingPathway
TRAJ4	28751	T cell receptor alpha joining 4	-	14	TCRsignalingPathway
TRAJ5	28750	T cell receptor alpha joining 5	-	14	TCRsignalingPathway
TRAJ6	28749	T cell receptor alpha joining 6	-	14	TCRsignalingPathway
TRAJ7	28748	T cell receptor alpha joining 7	-	14	TCRsignalingPathway
TRAJ8	28747	T cell receptor alpha joining 8	-	14	TCRsignalingPathway
TRAJ9	28746	T cell receptor alpha joining 9	-	14	TCRsignalingPathway
TRAJ10	28745	T cell receptor alpha joining 10	-	14	TCRsignalingPathway
TRAJ11	28744	T cell receptor alpha joining 11	-	14	TCRsignalingPathway
TRAJ12	28743	T cell receptor alpha joining 12	-	14	TCRsignalingPathway
TRAJ13	28742	T cell receptor alpha joining 13	-	14	TCRsignalingPathway
TRAJ14	28741	T cell receptor alpha joining 14	-	14	TCRsignalingPathway
TRAJ15	28740	T cell receptor alpha joining 15	-	14	TCRsignalingPathway
TRAJ16	28739	T cell receptor alpha joining 16	-	14	TCRsignalingPathway
TRAJ17	28738	T cell receptor alpha joining 17	-	14	TCRsignalingPathway
TRAJ18	28737	T cell receptor alpha joining 18	-	14	TCRsignalingPathway
TRAJ19	28736	T cell receptor alpha joining 19 (non-functional)	-	14	TCRsignalingPathway
TRAJ20	28735	T cell receptor alpha joining 20	-	14	TCRsignalingPathway
TRAJ21	28734	T cell receptor alpha joining 21	-	14	TCRsignalingPathway
TRAJ22	28733	T cell receptor alpha joining 22	-	14	TCRsignalingPathway
TRAJ23	28732	T cell receptor alpha joining 23	-	14	TCRsignalingPathway
TRAJ24	28731	T cell receptor alpha joining 24	-	14	TCRsignalingPathway
TRAJ25	28730	T cell receptor alpha joining 25 (non-functional)	-	14	TCRsignalingPathway
TRAJ26	28729	T cell receptor alpha joining 26	-	14	TCRsignalingPathway
TRAJ27	28728	T cell receptor alpha joining 27	-	14	TCRsignalingPathway
TRAJ28	28727	T cell receptor alpha joining 28	-	14	TCRsignalingPathway
TRAJ29	28726	T cell receptor alpha joining 29	-	14	TCRsignalingPathway
TRAJ30	28725	T cell receptor alpha joining 30	-	14	TCRsignalingPathway
TRAJ31	28724	T cell receptor alpha joining 31	-	14	TCRsignalingPathway
TRAJ32	28723	T cell receptor alpha joining 32	-	14	TCRsignalingPathway
TRAJ33	28722	T cell receptor alpha joining 33	-	14	TCRsignalingPathway
TRAJ34	28721	T cell receptor alpha joining 34	-	14	TCRsignalingPathway
TRAJ35	28720	T cell receptor alpha joining 35 (non-functional)	-	14	TCRsignalingPathway
TRAJ36	28719	T cell receptor alpha joining 36	-	14	TCRsignalingPathway
TRAJ37	28718	T cell receptor alpha joining 37	-	14	TCRsignalingPathway
TRAJ38	28717	T cell receptor alpha joining 38	-	14	TCRsignalingPathway
TRAJ39	28716	T cell receptor alpha joining 39	-	14	TCRsignalingPathway
TRAJ40	28715	T cell receptor alpha joining 40	-	14	TCRsignalingPathway
TRAJ41	28714	T cell receptor alpha joining 41	-	14	TCRsignalingPathway
TRAJ42	28713	T cell receptor alpha joining 42	-	14	TCRsignalingPathway
TRAJ43	28712	T cell receptor alpha joining 43	-	14	TCRsignalingPathway
TRAJ44	28711	T cell receptor alpha joining 44	-	14	TCRsignalingPathway
TRAJ45	28710	T cell receptor alpha joining 45	-	14	TCRsignalingPathway
TRAJ46	28709	T cell receptor alpha joining 46	-	14	TCRsignalingPathway
TRAJ47	28708	T cell receptor alpha joining 47	-	14	TCRsignalingPathway
TRAJ48	28707	T cell receptor alpha joining 48	-	14	TCRsignalingPathway
TRAJ49	28706	T cell receptor alpha joining 49	-	14	TCRsignalingPathway
TRAJ50	28705	T cell receptor alpha joining 50	-	14	TCRsignalingPathway
TRAJ52	28703	T cell receptor alpha joining 52	-	14	TCRsignalingPathway
TRAJ53	28702	T cell receptor alpha joining 53	-	14	TCRsignalingPathway
TRAJ54	28701	T cell receptor alpha joining 54	-	14	TCRsignalingPathway
TRAJ56	28699	T cell receptor alpha joining 56	-	14	TCRsignalingPathway
TRAJ57	28698	T cell receptor alpha joining 57	-	14	TCRsignalingPathway
TRAJ58	28697	T cell receptor alpha joining 58 (non-functional)	-	14	TCRsignalingPathway
TRAJ59	28696	T cell receptor alpha joining 59 (non-functional)	-	14	TCRsignalingPathway
TRAJ61	28694	T cell receptor alpha joining 61 (non-functional)	-	14	TCRsignalingPathway
TRAV1-1	28693	T cell receptor alpha variable 1-1	TCRAV1S1|TCRAV7S1|TRAV11	14	TCRsignalingPathway
TRAV1-2	28692	T cell receptor alpha variable 1-2	TCRAV1S2|TCRAV7S2|TRAV12	14	TCRsignalingPathway
TRAV2	28691	T cell receptor alpha variable 2	TCRAV11S1|TCRAV2S1	14	TCRsignalingPathway
TRAV3	28690	T cell receptor alpha variable 3	TCRAV16S1|TCRAV3S1	14	TCRsignalingPathway
TRAV4	28689	T cell receptor alpha variable 4	TCRAV20S1|TCRAV4S1	14	TCRsignalingPathway
TRAV5	28688	T cell receptor alpha variable 5	TCRAV15S1|TCRAV5S1	14	TCRsignalingPathway
TRAV7	28686	T cell receptor alpha variable 7	TCRAV7S1	14	TCRsignalingPathway
TRAV8-1	28685	T cell receptor alpha variable 8-1	TCRAV1S1|TCRAV8S1|TRAV81	14	TCRsignalingPathway
TRAV8-2	28684	T cell receptor alpha variable 8-2	TCRAV1S5|TCRAV8S2|TRAV82	14	TCRsignalingPathway
TRAV8-3	28683	T cell receptor alpha variable 8-3	TCRAV1S4|TCRAV8S3|TRAV83	14	TCRsignalingPathway
TRAV8-4	28682	T cell receptor alpha variable 8-4	TCRAV1S2|TCRAV8S4|TRAV84	14	TCRsignalingPathway
TRAV8-6	28680	T cell receptor alpha variable 8-6	TCRAV1S3|TCRAV8S6|TRAV86	14	TCRsignalingPathway
TRAV8-7	28679	T cell receptor alpha variable 8-7 (pseudogene)	TCRAV8S7|TRAV87	14	TCRsignalingPathway
TRAV9-1	28678	T cell receptor alpha variable 9-1	TCRAV9S1|TRAV91	14	TCRsignalingPathway
TRAV9-2	28677	T cell receptor alpha variable 9-2	TCRAV22S1|TCRAV9S2|TRAV92	14	TCRsignalingPathway
TRAV10	28676	T cell receptor alpha variable 10	TCRAV10S1|TCRAV24S1	14	TCRsignalingPathway
TRAV12-1	28674	T cell receptor alpha variable 12-1	TCRAV12S1|TCRAV2S3|TRAV121	14	TCRsignalingPathway
TRAV12-2	28673	T cell receptor alpha variable 12-2	TCRAV12S2|TCRAV2S1|TRAV122	14	TCRsignalingPathway
TRAV12-3	28672	T cell receptor alpha variable 12-3	TCRAV12S3|TCRAV2S2|TRAV123	14	TCRsignalingPathway
TRAV13-1	28671	T cell receptor alpha variable 13-1	TCRAV13S1|TCRAV8S1|TRAV131	14	TCRsignalingPathway
TRAV13-2	28670	T cell receptor alpha variable 13-2	TCRAV13S2|TCRAV8S2|TRAV132	14	TCRsignalingPathway
TRAV14DV4	28669	T cell receptor alpha variable 14/delta variable 4	TCRAV6S1-hDV104S1|TRAV14/DV4|hADV14S1	14	TCRsignalingPathway
TRAV16	28667	T cell receptor alpha variable 16	TCRAV16S1|TCRAV9S1	14	TCRsignalingPathway
TRAV17	28666	T cell receptor alpha variable 17	TCRAV17S1|TCRAV3S1	14	TCRsignalingPathway
TRAV18	28665	T cell receptor alpha variable 18	TCRAV18S1	14	TCRsignalingPathway
TRAV19	28664	T cell receptor alpha variable 19	TCRAV12S1|TCRAV19S1	14	TCRsignalingPathway
TRAV20	28663	T cell receptor alpha variable 20	TCRAV20S1|TCRAV30S1	14	TCRsignalingPathway
TRAV21	28662	T cell receptor alpha variable 21	TCRAV21S1|TCRAV23S1	14	TCRsignalingPathway
TRAV22	28661	T cell receptor alpha variable 22	TCRAV13S1|TCRAV22S1	14	TCRsignalingPathway
TRAV23DV6	28660	T cell receptor alpha variable 23/delta variable 6	TCRAV17S1|TRAV23/DV6|hADV23S1	14	TCRsignalingPathway
TRAV24	28659	T cell receptor alpha variable 24	TCRAV18S1|TCRAV24S1	14	TCRsignalingPathway
TRAV25	28658	T cell receptor alpha variable 25	TCRAV25S1|TCRAV32S1	14	TCRsignalingPathway
TRAV26-1	28657	T cell receptor alpha variable 26-1	TCRAV26S1|TCRAV4S2|TRAV261	14	TCRsignalingPathway
TRAV26-2	28656	T cell receptor alpha variable 26-2	TCRAV26S2|TCRAV4S1|TRAV262	14	TCRsignalingPathway
TRAV27	28655	T cell receptor alpha variable 27	TCRAV10S1|TCRAV27S1	14	TCRsignalingPathway
TRAV29DV5	28653	T cell receptor alpha variable 29/delta variable 5	TCRA|TCRAV21S1|TRAV29/DV5|hADV29S1	14	TCRsignalingPathway
TRAV30	28652	T cell receptor alpha variable 30	TCRAV29S1|TCRAV30S1	14	TCRsignalingPathway
TRAV34	28648	T cell receptor alpha variable 34	TCRAV26S1|TCRAV34S1	14	TCRsignalingPathway
TRAV35	28647	T cell receptor alpha variable 35	TCRAV25S1|TCRAV35S1	14	TCRsignalingPathway
TRAV36DV7	28646	T cell receptor alpha variable 36/delta variable 7	TCRAV28S1|TRAV36/DV7|hADV36S1	14	TCRsignalingPathway
TRAV38-1	28644	T cell receptor alpha variable 38-1	TCRAV14S2|TCRAV38S1|TRAV381	14	TCRsignalingPathway
TRAV38-2DV8	28643	T cell receptor alpha variable 38-2/delta variable 8	TCRAV14S1|TRAV382DV8|hADV38S2	14	TCRsignalingPathway
TRAV39	28642	T cell receptor alpha variable 39	TCRAV27S1|TCRAV39S1	14	TCRsignalingPathway
TRAV40	28641	T cell receptor alpha variable 40	TCRAV31S1|TCRAV40S1	14	TCRsignalingPathway
TRAV41	28640	T cell receptor alpha variable 41	TCRAV19S1|TCRAV41S1	14	TCRsignalingPathway
TRBC1	28639	T cell receptor beta constant 1	BV05S1J2.2|TCRB|TCRBC1	7	TCRsignalingPathway
TRBC2	28638	T cell receptor beta constant 2	TCRBC2	7	TCRsignalingPathway
TRBD1	28637	T cell receptor beta diversity 1	TCRBD1	7	TCRsignalingPathway
TRBD2	28636	T cell receptor beta diversity 2	TCRBD2	7	TCRsignalingPathway
TRBJ1-1	28635	T cell receptor beta joining 1-1	TCRBJ1S1|TRBJ11	7	TCRsignalingPathway
TRBJ1-2	28634	T cell receptor beta joining 1-2	TCRBJ1S2|TRBJ12	7	TCRsignalingPathway
TRBJ1-3	28633	T cell receptor beta joining 1-3	TCRBJ1S3|TRBJ13	7	TCRsignalingPathway
TRBJ1-4	28632	T cell receptor beta joining 1-4	TCRBJ1S4|TRBJ14	7	TCRsignalingPathway
TRBJ1-5	28631	T cell receptor beta joining 1-5	TCRBJ1S5|TRBJ15	7	TCRsignalingPathway
TRBJ1-6	28630	T cell receptor beta joining 1-6	TCRBJ1S6|TRBJ16	7	TCRsignalingPathway
TRBJ2-1	28629	T cell receptor beta joining 2-1	TCRBJ2S1|TRBJ21	7	TCRsignalingPathway
TRBJ2-2	28628	T cell receptor beta joining 2-2	TCRBJ2S2|TRBJ22	7	TCRsignalingPathway
TRBJ2-3	28626	T cell receptor beta joining 2-3	TCRBJ2S3|TRBJ23	7	TCRsignalingPathway
TRBJ2-4	28625	T cell receptor beta joining 2-4	TCRBJ2S4|TRBJ24	7	TCRsignalingPathway
TRBJ2-5	28624	T cell receptor beta joining 2-5	TCRBJ2S5|TRBJ25	7	TCRsignalingPathway
TRBJ2-6	28623	T cell receptor beta joining 2-6	TCRBJ2S6|TRBJ26	7	TCRsignalingPathway
TRBJ2-7	28622	T cell receptor beta joining 2-7	TCRBJ2S7|TRBJ27	7	TCRsignalingPathway
TRBV2	28620	T cell receptor beta variable 2	TCRBV22S1A2N1T|TCRBV2S1	7	TCRsignalingPathway
TRBV3-1	28619	T cell receptor beta variable 3-1	TCRBV3S1|TCRBV9S1A1T|TRBV31	7	TCRsignalingPathway
TRBV4-1	28617	T cell receptor beta variable 4-1	BV07S1J2.7|TCRBV4S1|TCRBV7S1A1N2T|TRBV41	7	TCRsignalingPathway
TRBV4-2	28616	T cell receptor beta variable 4-2	TCRBV4S2|TCRBV7S3A2|TCRBV7S3A2T|TRBV42	7	TCRsignalingPathway
TRBV4-3	28615	T cell receptor beta variable 4-3	TCRBV4S3|TCRBV7S2A1N4T|TRBV43	7	TCRsignalingPathway
TRBV5-1	28614	T cell receptor beta variable 5-1	TCRBV5S1|TCRBV5S1A1T|TRBV51	7	TCRsignalingPathway
TRBV5-4	28611	T cell receptor beta variable 5-4	TCRBV5S4|TCRBV5S6A3N2T|TRBV54	7	TCRsignalingPathway
TRBV5-5	28610	T cell receptor beta variable 5-5	TCRBV5S3A2T|TCRBV5S5|TRBV55	7	TCRsignalingPathway
TRBV5-6	28609	T cell receptor beta variable 5-6	TCRBV5S2|TCRBV5S6|TRBV56	7	TCRsignalingPathway
TRBV5-7	28608	T cell receptor beta variable 5-7 (non-functional)	TCRBV5S7|TCRBV5S7P|TRBV57	7	TCRsignalingPathway
TRBV5-8	28607	T cell receptor beta variable 5-8	TCRBV5S4A2T|TCRBV5S8|TRBV58	7	TCRsignalingPathway
TRBV6-1	28606	T cell receptor beta variable 6-1	TCRBV13S3|TCRBV6S1|TRBV61	7	TCRsignalingPathway
TRBV6-2	28605	T cell receptor beta variable 6-2	TCRBV13S2|TCRBV13S2A1T|TCRBV6S2|TRBV62	7	TCRsignalingPathway
TRBV6-3	28604	T cell receptor beta variable 6-3	TCRBV13S9/13S2A1T|TCRBV6S3|TRBV63	7	TCRsignalingPathway
TRBV6-4	28603	T cell receptor beta variable 6-4	TCRBV13S5|TCRBV6S4|TRBV64	7	TCRsignalingPathway
TRBV6-5	28602	T cell receptor beta variable 6-5	TCRBV13S1|TCRBV6S5|TRBV65	7	TCRsignalingPathway
TRBV6-6	28601	T cell receptor beta variable 6-6	TCRBV13S6A2T|TCRBV6S6|TRBV66	7	TCRsignalingPathway
TRBV6-7	28600	T cell receptor beta variable 6-7 (non-functional)	TCRBV13S8P|TCRBV6S7|TRBV67	7	TCRsignalingPathway
TRBV6-8	28599	T cell receptor beta variable 6-8	TCRBV13S7P|TCRBV6S8|TRBV68	7	TCRsignalingPathway
TRBV6-9	28598	T cell receptor beta variable 6-9	TCRBV13S4|TCRBV6S9|TRBV69	7	TCRsignalingPathway
TRBV7-2	28596	T cell receptor beta variable 7-2	TCRBV6S5A1N1|TCRBV6S5A2|TCRBV7S2|TRBV72	7	TCRsignalingPathway
TRBV7-3	28595	T cell receptor beta variable 7-3	TCRBV6S1A1N1|TCRBV7S3|TRBV73	7	TCRsignalingPathway
TRBV7-4	28594	T cell receptor beta variable 7-4	TCRBV6S8A2T|TCRBV7S4|TRBV74	7	TCRsignalingPathway
TRBV7-6	28592	T cell receptor beta variable 7-6	TCRBV6S3A1N1T|TCRBV7S6|TRBV76	7	TCRsignalingPathway
TRBV7-7	28591	T cell receptor beta variable 7-7	TCRBV6S6A2T|TCRBV7S7|TRBV77	7	TCRsignalingPathway
TRBV7-8	28590	T cell receptor beta variable 7-8	TCRBV6S2A1N1T|TCRBV7S8|TRBV78	7	TCRsignalingPathway
TRBV7-9	28589	T cell receptor beta variable 7-9	TCRB|TCRBV6S4A1|TCRBV7S9|TRBV79	7	TCRsignalingPathway
TRBV9	28586	T cell receptor beta variable 9	TCRBV1S1A1N1|TCRBV9S1	7	TCRsignalingPathway
TRBV10-1	28585	T cell receptor beta variable 10-1	TCRBV10S1|TCRBV12S2|TCRBV12S2A1T|TRBV101	7	TCRsignalingPathway
TRBV10-2	28584	T cell receptor beta variable 10-2	TCRBV10S2|TCRBV12S3|TRBV102	7	TCRsignalingPathway
TRBV10-3	28583	T cell receptor beta variable 10-3	TCRBV10S3|TCRBV12S1A1N2|TRBV103	7	TCRsignalingPathway
TRBV11-1	28582	T cell receptor beta variable 11-1	TCRBV11S1|TCRBV21S1|TRBV111	7	TCRsignalingPathway
TRBV11-2	28581	T cell receptor beta variable 11-2	TCRBV11S2|TCRBV21S3A2N2T|TRBV112	7	TCRsignalingPathway
TRBV11-3	28580	T cell receptor beta variable 11-3	TCRBV11S3|TCRBV21S2A2|TRBV113	7	TCRsignalingPathway
TRBV12-3	28577	T cell receptor beta variable 12-3	TCRBV12S3|TCRBV8S1|TRBV123	7	TCRsignalingPathway
TRBV12-4	28576	T cell receptor beta variable 12-4	TCRBV12S4|TCRBV8S2A1T|TRBV124	7	TCRsignalingPathway
TRBV12-5	28575	T cell receptor beta variable 12-5	TCRBV12S5|TCRBV8S3|TRBV125	7	TCRsignalingPathway
TRBV13	28574	T cell receptor beta variable 13	TCRBV13S1|TCRBV23S1A2T	7	TCRsignalingPathway
TRBV14	28573	T cell receptor beta variable 14	TCRBV14S1|TCRBV16S1A1N1	7	TCRsignalingPathway
TRBV15	28572	T cell receptor beta variable 15	TCRBV15S1|TCRBV24S1A3T	7	TCRsignalingPathway
TRBV16	28571	T cell receptor beta variable 16	BV25S1J1.2|TCRB|TCRBV16S1|TCRBV25S1|TCRBV25S1A2PT	7	TCRsignalingPathway
TRBV17	28570	T cell receptor beta variable 17 (non-functional)	TCRBV17S1|TCRBV26S1P	7	TCRsignalingPathway
TRBV18	28569	T cell receptor beta variable 18	TCRBV18S1	7	TCRsignalingPathway
TRBV19	28568	T cell receptor beta variable 19	TCRBV17S1A1T|TCRBV19S1	7	TCRsignalingPathway
TRBV20-1	28567	T cell receptor beta variable 20-1	TCRBV20S1|TCRBV2S1|TRBV201	7	TCRsignalingPathway
TRBV24-1	28563	T cell receptor beta variable 24-1	TCRBV15S1|TCRBV24S1|TRBV241	7	TCRsignalingPathway
TRBV25-1	28562	T cell receptor beta variable 25-1	TCRBV11S1A1T|TCRBV25S1|TRBV251	7	TCRsignalingPathway
TRBV27	28560	T cell receptor beta variable 27	TCRBV14S1|TCRBV27S1	7	TCRsignalingPathway
TRBV28	28559	T cell receptor beta variable 28	TCRBV28S1|TCRBV3S1	7	TCRsignalingPathway
TRBV29-1	28558	T cell receptor beta variable 29-1	TCRBV29S1|TCRBV4S1A1T|TRBV291	7	TCRsignalingPathway
TRBV30	28557	T cell receptor beta variable 30	TCRBV20S1A1N2|TCRBV30S1	7	TCRsignalingPathway
TRDC	28526	T cell receptor delta constant	TCRD	14	TCRsignalingPathway
TRDD1	28525	T cell receptor delta diversity 1	-	14	TCRsignalingPathway
TRDD2	28524	T cell receptor delta diversity 2	-	14	TCRsignalingPathway
TRDD3	28523	T cell receptor delta diversity 3	TCRD	14	TCRsignalingPathway
TRDJ1	28522	T cell receptor delta joining 1	TCRD	14	TCRsignalingPathway
TRDJ2	28521	T cell receptor delta joining 2	-	14	TCRsignalingPathway
TRDJ3	28520	T cell receptor delta joining 3	-	14	TCRsignalingPathway
TRDJ4	28519	T cell receptor delta joining 4	-	14	TCRsignalingPathway
TRDV1	28518	T cell receptor delta variable 1	hDV101S1	14	TCRsignalingPathway
TRDV2	28517	T cell receptor delta variable 2	hDV102S1	14	TCRsignalingPathway
TRDV3	28516	T cell receptor delta variable 3	hDV103S1	14	TCRsignalingPathway
TRGV9	6983	T cell receptor gamma variable 9	TCRGV9|TRGC1|V2	7	TCRsignalingPathway
TRGV8	6982	T cell receptor gamma variable 8	TCRGV8|V1S8	7	TCRsignalingPathway
TRGV5	6978	T cell receptor gamma variable 5	TCRGV5|V1S5	7	TCRsignalingPathway
TRGV4	6977	T cell receptor gamma variable 4	TCRGV4|V1S4	7	TCRsignalingPathway
TRGV3	6976	T cell receptor gamma variable 3	TCRGV3|V1S3	7	TCRsignalingPathway
TRGV2	6974	T cell receptor gamma variable 2	TCRGV2|VIS2	7	TCRsignalingPathway
TRGJP2	6972	T cell receptor gamma joining P2	JP2|TCRGJP2	7	TCRsignalingPathway
TRGJP1	6971	T cell receptor gamma joining P1	JP1|TCRGJP1	7	TCRsignalingPathway
TRGJP	6970	T cell receptor gamma joining P	JP|TCRGJP	7	TCRsignalingPathway
TRGJ2	6969	T cell receptor gamma joining 2	J2|TCRGJ2	7	TCRsignalingPathway
TRGJ1	6968	T cell receptor gamma joining 1	J1|TCRGJ1	7	TCRsignalingPathway
TRGC2	6967	T cell receptor gamma constant 2	TCRGC2|TRGC2(2X)|TRGC2(3X)	7	TCRsignalingPathway
TRGC1	6966	T cell receptor gamma constant 1	C1|TCRG|TCRGC1	7	TCRsignalingPathway
TRAV6	6956	T cell receptor alpha variable 6	TCRAV5S1|TCRAV6S1	14	TCRsignalingPathway
BMP1	649	bone morphogenetic protein 1	OI13|PCOLC|PCP|PCP2|TLD	8	TGFb_Family_Member
BMP10	27302	bone morphogenetic protein 10	-	2	TGFb_Family_Member
BMP15	9210	bone morphogenetic protein 15	GDF9B|ODG2|POF4	X	TGFb_Family_Member
BMP2	650	bone morphogenetic protein 2	BDA2|BMP2A|SSFSC	20	TGFb_Family_Member
BMP3	651	bone morphogenetic protein 3	BMP-3A	4	TGFb_Family_Member
BMP4	652	bone morphogenetic protein 4	BMP2B|BMP2B1|MCOPS6|OFC11|ZYME	14	TGFb_Family_Member
BMP5	653	bone morphogenetic protein 5	-	6	TGFb_Family_Member
BMP6	654	bone morphogenetic protein 6	VGR|VGR1	6	TGFb_Family_Member
BMP7	655	bone morphogenetic protein 7	OP-1	20	TGFb_Family_Member
BMP8A	353500	bone morphogenetic protein 8a	OP-2	1	TGFb_Family_Member
BMP8B	656	bone morphogenetic protein 8b	BMP8|OP2	1	TGFb_Family_Member
GDF1	2657	growth differentiation factor 1	CERS1|CHTD6|DORV|DTGA3|LAG1|LASS1|RAI|UOG1	19	TGFb_Family_Member
GDF10	2662	growth differentiation factor 10	BIP|BMP-3b|BMP3B	10	TGFb_Family_Member
GDF11	10220	growth differentiation factor 11	BMP-11|BMP11	12	TGFb_Family_Member
GDF15	9518	growth differentiation factor 15	GDF-15|MIC-1|MIC1|NAG-1|PDF|PLAB|PTGFB	19	TGFb_Family_Member
GDF2	2658	growth differentiation factor 2	BMP-9|BMP9|HHT5	10	TGFb_Family_Member
GDF3	9573	growth differentiation factor 3	KFS3|MCOP7|MCOPCB6	12	TGFb_Family_Member
GDF5	8200	growth differentiation factor 5	BDA1C|BMP-14|BMP14|CDMP1|DUPANS|LAP-4|LAP4|OS5|SYM1B|SYNS2	20	TGFb_Family_Member
GDF6	392255	growth differentiation factor 6	BMP-13|BMP13|CDMP2|KFM|KFS|KFS1|KFSL|SGM1|SYNS4	8	TGFb_Family_Member
GDF7	151449	growth differentiation factor 7	BMP12	2	TGFb_Family_Member
GDF9	2661	growth differentiation factor 9	POF14	5	TGFb_Family_Member
GDNF	2668	glial cell derived neurotrophic factor	ATF|ATF1|ATF2|HFB1-GDNF|HSCR3	5	TGFb_Family_Member
INHA	3623	inhibin subunit alpha	-	2	TGFb_Family_Member
INHBA	3624	inhibin subunit beta A	EDF|FRP	7	TGFb_Family_Member
INHBB	3625	inhibin subunit beta B	-	2	TGFb_Family_Member
INHBC	3626	inhibin subunit beta C	IHBC	12	TGFb_Family_Member
INHBE	83729	inhibin subunit beta E	-	12	TGFb_Family_Member
LEFTY1	10637	left-right determination factor 1	LEFTB|LEFTYB	1	TGFb_Family_Member
LEFTY2	7044	left-right determination factor 2	EBAF|LEFTA|LEFTYA|TGFB4	1	TGFb_Family_Member
NODAL	4838	nodal growth differentiation factor	HTX5	10	TGFb_Family_Member
TGFB1	7040	transforming growth factor beta 1	CED|DPD1|IBDIMDE|LAP|TGF-beta1|TGFB|TGFbeta	19	TGFb_Family_Member
TGFB2	7042	transforming growth factor beta 2	G-TSF|LDS4|TGF-beta2	1	TGFb_Family_Member
TGFB3	7043	transforming growth factor beta 3	ARVD|ARVD1|LDS5|RNHF|TGF-beta3	14	TGFb_Family_Member
ACVR1B	91	activin A receptor type 1B	ACTRIB|ACVRLK4|ALK4|SKR2	12	TGFb_Family_Member_Receptor
ACVR1C	130399	activin A receptor type 1C	ACVRLK7|ALK7	2	TGFb_Family_Member_Receptor
ACVR2A	92	activin A receptor type 2A	ACTRII|ACVR2	2	TGFb_Family_Member_Receptor
ACVR2B	93	activin A receptor type 2B	ACTRIIB|ActR-IIB|HTX4	3	TGFb_Family_Member_Receptor
ACVRL1	94	activin A receptor like type 1	ACVRLK1|ALK-1|ALK1|HHT|HHT2|ORW2|SKR3|TSR-I	12	TGFb_Family_Member_Receptor
AMHR2	269	anti-Mullerian hormone receptor type 2	AMHR|MISR2|MISRII|MRII	12	TGFb_Family_Member_Receptor
BMPR1A	657	bone morphogenetic protein receptor type 1A	10q23del|ACVRLK3|ALK3|CD292|SKR5	10	TGFb_Family_Member_Receptor
BMPR1B	658	bone morphogenetic protein receptor type 1B	ALK-6|ALK6|AMDD|BDA1D|BDA2|CDw293	4	TGFb_Family_Member_Receptor
BMPR2	659	bone morphogenetic protein receptor type 2	BMPR-II|BMPR3|BMR2|BRK-3|POVD1|PPH1|T-ALK	2	TGFb_Family_Member_Receptor
